,multi,text,has_url,comments,pics,source,likes,time,reposts,user.verified,user.description,user.gender,user.messages,user.followers,user.location,user.time,user.friends,user.verified_type,multi_type,user,rumor
1236,,"【同志MV】柏林影展泰迪熊奖最佳影片的同志爱情电影《点亮灯光 Keep the Lights On 》中文宣传主题曲，徐佳瑩MV《不怕庆祝》土豆超清1080P官方完整版http://t.cn/zWcQq6I ""你是我最无法收敛的那句欢呼。你是我最意想不到的一次投入..."" （关注@男男那点事 ）",True,48,1,微博 weibo.com,1,1341848069,370,False,True,m,8101.0,282689.0,海外 美国,1323058230.0,1730.0,-1.0,,,0
1237,,【袖珍小猴走红网络，高智慧宠物“不好养”】昨天，一只宠物猴的照片风靡网络。据了解，这种猴名为“石猴”宠物猴，必须在合法商贩处购买。但石猴并不易养，有网友表示：石猴性格太过活泼，“很皮，模仿力很高，有的时候会自己打开煤气阀门，拿着打火机玩，很危险！” 敬请关注@全球震惊百分百,False,37,1,微博 weibo.com,0,1338869142,258,True,True,m,113847.0,713178.0,海外 美国,1292402188.0,55.0,0.0,,,1
1238,,【日媒：中国产业模式恐走向尽头】日经新闻称，发达国家正兴起以“无人化”和“大规模定制化”为特征的第三次工业革命，数字化生产已波及制造业。“制造业=就业机会”这一等式在生变。靠机器人、互联网设计来低成本已进入实用阶段。再回头看中国，代工生产若走向尽头，中国将靠什么解决就业？（成平）,False,274,1,微博 weibo.com,1,1335418543,627,True,True,m,118824.0,13818057.0,北京 海淀区,1251448479.0,1447.0,3.0,,,0
1239,,"【工地上的婚礼：建筑工和女大学生的爱情故事 [心]】他是一名建筑工人，睡工棚；她是一名大学生，曾想嫁白领帅哥。可是一次火车上的偶遇，他爱上了她，坚持两年苦苦追求，终于将她打动。今年5月，他以钢筋水泥和脚手架为背景，跪地求婚：""让钢筋楼房为我们作证，嫁给我吧！""她笑着答应了。(楚天都市报)",False,359,1,微博 weibo.com,120,1375111161,552,True,True,m,106993.0,5010438.0,北京,1297952137.0,611.0,3.0,,,0
1240,,何为平淡才是真？当你欢愉的时候，回头看到他在身边。午夜梦回，泪湿了枕巾，他在旁边，伸手就能触摸到温热的身体，听到他的呼吸，瞬间一颗心落回到胸腔里。世间女子，最终求的，不过是如此。—— 十二《不畏将来 不念过去》,False,100,1,皮皮时光机,277,1388332146,808,True,True,m,92027.0,9938469.0,其他,1262248948.0,1232.0,0.0,,,0
1241,,【马特·达蒙Matt Damon43岁生日】1970年10月8日出生于麻省剑桥市。为追逐演员梦从哈佛大学辍学，和好友本·阿弗莱克自编自演《心灵捕手》即斩获奥斯卡最佳剧本，获得第70届奥斯卡最佳男主提名和第82届奥斯卡最佳男配角提名。代表作品有《心灵捕手》《天才雷普利》《谍影重重》三部曲。婚后育有仨女。,False,253,1,皮皮时光机,210,1381246835,684,True,True,f,34559.0,6822920.0,海外 美国,1310524616.0,98.0,3.0,,,0
1242,,说话算数吧'希望大家多多关注电影「美丽有缘」'同时也多多关注我们的官微'只是现在的粉丝好少'很多话都不好跟老板开口'求粉求转求评论呐呐呐'各位亲我们一起加油！！！,False,411,1,iPad客户端,0,1345629114,532,True,True,f,2139.0,159349.0,北京,1339663650.0,116.0,3.0,,,0
1243,,【攻德无量扫文组的115账号】115弃了可惜，按上传下载什么的来看，其实也是不差的，只是现在不能分享了，干脆我们就把账号公布出来，不能下载的半年包请妹子们自己登录上去下载【账号:13402805593 密码：gdwlswz2012】,False,218,1,微博 weibo.com,5,1345386404,347,False,True,m,11470.0,776479.0,四川 成都,1323364411.0,2660.0,-1.0,,,0
1244,,当我们喜欢上一个人的时候，她是展现在公众面前的样子：自信 优雅 时髦 幽默 体贴 善解人意。当我们爱上了那个人，才发现她身体里那么多喜怒哀乐，她的悲伤 软弱 无理取闹 她的种种，让你觉得你怎么会爱上这样一个人。这个时候我们总会忘了一件最重要的事——你能看到这些，是因为她也爱着你。  ,False,121,1,皮皮时光机,278,1391011148,793,False,True,f,35397.0,4787523.0,广东 广州,1328152934.0,70.0,-1.0,,,0
1245,,【组图：水做的假发】水也能做假发？当然不能，不过可以制造出一种假发效果。英国每日邮报报道，美国摄影师塔德尔找了一群光头男，把水气球奋力掷向他们的光头，然后利用极高速度的照相技术，抓拍到水在他们头上溅开那一瞬间产生的形象。当然了，具有创意的灯光也起到一定作用。有兴趣的话不妨试试。,False,167,1,微博 weibo.com,0,1345870390,873,True,True,m,106281.0,16308108.0,北京 东城区,1292403944.0,626.0,3.0,,,0
1246,,"【新闻联播头条：电商物流正全面升级】今日央视新闻联播头条播报：电商物流正全面升级,从传统的递送服务升级换代到供应链服务,物流平台功能延伸到产业链多个环节;电商物流产业受到国内外各路资本的追捧;2013年前5月物流资产投资1.36万亿,高于其他行业投资;快递量年均增长50%以上http://t.cn/zHsKp2I",True,50,1,微博 weibo.com,5,1372596776,337,True,True,m,22448.0,827879.0,北京 海淀区,1284199983.0,2206.0,0.0,,,0
1247,,90后女生使用频率高的名字：嘉敏.嘉慧. 嘉琪.嘉莹.嘉欣.嘉怡.静怡.静欣.佩珊.佩仪.诗敏.诗琪.晓怡.晓君.颖诗......90后男生使用率高的名字：子聪.子建.子杰.嘉成.嘉威.嘉伟.嘉辉.俊杰.俊威.俊涛.俊伟.志彬.志成.志航.志伟.梓杰.梓锋.梓鸿.最后就是单字一个：伟！..你身边有这样的人吗？   ,False,121,1,皮皮时光机,0,1335862510,451,False,True,m,49258.0,1213077.0,广东,1314249059.0,496.0,-1.0,,,0
1248,,#北京突发#【北京1人或中5.7亿 彩票出自三里屯】@头条新闻 ：今晚双色球出117注一等奖，每注奖金518万，其中北京1人或独揽110注，获得5.7亿！彩票出自三里屯南路18号105882号投注站，得主超越5.65亿成为中国第一人！http://t.cn/zWPAJ9n,True,201,1,iPad客户端,23,1339516417,692,True,True,m,12708.0,4023832.0,北京 东城区,1258682015.0,1265.0,0.0,,,0
1249,,#完全娱乐#好久没分享完娱的视频了，这次是完娱篮球课http://t.cn/zRQVhB8 秋秋为了一雪前耻要求开展篮球比赛[给劲]，看得出他真的很拼啦，最后投球的姿势帅呆了[花心]不过中间那个“我愿意”是怎么回事[挖鼻屎]某人会吃醋哦~,True,7,1,微博 weibo.com,11,1384686870,13,False,True,f,1189.0,4747.0,辽宁,1322639089.0,69.0,-1.0,,,0
1250,,周末很忙碌、昨天一大帮子人在我家做饭，然后我们开车去打了羽毛球，今天逛了一天的天猫，购物车装了4000多大洋的东东！刚刚打了羽毛球回来、还有人请我吃饭[嘻嘻]明天一群守护者要来守护单身的我[泪][泪][泪],False,15,1,iPhone客户端,0,1352562675,109,True,True,m,1093.0,6184.0,重庆 沙坪坝区,1286611888.0,1000.0,0.0,,,0
1251,,"在#父母访德#办理探亲签证的时候，如果有子女的“正式担保函”，德语叫做""Verpflichtungserklaerung""，就会更容易让父母取得3个月的访德签证。上周去办理了一下，特此记录，把信息提供给各位在#德国#的华人朋友，希望大家办理顺利！(各地情况不同、各人情况不同，请以当地外管局解释为准)",False,43,1,微博 weibo.com,20,1394893536,204,False,True,f,25734.0,42040.0,海外 日本,1293410385.0,599.0,-1.0,topic,,0
1252,,【11.15投票汇总】CCTV音乐http://t.cn/zjh4i9T泡泡娱http://t.cn/zjzIlIZ音乐风向榜http://t.cn/zjPGCAc丽人网http://t.cn/Sabncl最受欢迎男歌手http://t.cn/zWbgE9l微群http://t.cn/hBuzIM主吧http://t.cn/bdRhh微搜索http://t.cn/zWgCsPy百度http://t.cn/ausyCF,True,6,0,微博 weibo.com,0,1352981776,33,True,True,m,8674.0,84315.0,北京 朝阳区,1278826568.0,357.0,5.0,,,0
1253,,【乌兹别克斯坦赤字严重 政府发小鸡顶替工资】据外媒报道，因政府财政赤字严重，乌兹别克斯坦事业单位的工作员日前收到了一群塞尔维亚小鸡作为他们工资的一部分。当局表示，该做法很成功，他们还将在其他地区推广这项举措。此外，他们还在考虑用乌克兰小牛来代替政府津贴。http://t.cn/zONtOY4,True,179,1,微博 weibo.com,0,1334202586,695,True,True,m,118824.0,13818057.0,北京 海淀区,1251448479.0,1447.0,3.0,,,0
1254,,【北大清华等高校选拔四名学生参加麻将世锦赛】第三届世界麻将锦标赛将于10月26日在重庆黔江举行。参赛者中，除了金发碧眼的异国麻将爱好者，还有一个特殊的群体——高校联队。此前由北大、清华、南开等高校学生参加的京津高校校际选拔赛，有四名优秀选手脱颖而出。（华西都市报）PS：雀神争霸赛  ,False,122,1,皮皮时光机,0,1350623408,508,True,True,f,130064.0,4033246.0,北京 朝阳区,1289187781.0,117.0,0.0,,,0
1255,,#百威channel威#热舞皇后Dita Von Teese 助阵Monarchy新单《Disintegration》Monarchy充满迷幻色彩的歌声，游走在热舞皇后Dita白皙的肌肤上，威粉们别想歪噢http://t.cn/zjgiGP8 ,True,129,0,皮皮时光机,0,1359191465,534,True,True,m,6274.0,3804870.0,海外 美国,1276862678.0,671.0,2.0,,,0
1256,,分享图片：90年、99年、07年。,False,54,1,微博 weibo.com,0,1309094416,302,True,False,m,1272.0,12609.0,其他,1307029201.0,452.0,0.0,,,0
1257,,"今天对自己说这句话了吗? 「亲爱的过去，谢谢你给我的经验；亲爱的未来，我已经准备好了!」(Dear Past, Thank You For All The Lessons; Dear Future, I Am Ready!)",False,126,1,iPhone客户端,126,1365436770,951,True,True,m,14930.0,28428600.0,台湾 台北市,1273482563.0,746.0,0.0,,,0
1258,,史上最萌的00后魔术师！！ 13分钟完全没有一秒冷场，卖萌可耻啊！嘉宾都上来抢小家伙变的糖果了 ！！ hold住全场的搞怪、跳舞、放电样样萌爆，真心被秒了····抱走！！ [太开心] http://t.cn/zj7FeHp（分享世上最新奇最有趣的事儿，关注@YouTube全球精选 [奥特曼]）,True,7,1,Weico.iPhone,1,1352735947,68,False,True,f,246021.0,516959.0,海外 美国,1293427612.0,101.0,-1.0,,,0
1259,,【薄熙来案可能两会前在贵州开庭 家人聘2位律师】据凤凰卫视，薄熙来已指定北京两名律师为其辩护。法新社消息称北京德恒律师事务所两位律师将为薄熙来出庭辩护，这两名律师的秘书透露说是薄熙来和其家人聘请他们辩护。港媒此前曾报道，薄熙来案可能会在今年两会前夕在贵州开庭、结案。,False,343,1,媒体版微博,2,1358833470,590,True,True,m,25376.0,1567781.0,北京 朝阳区,1263887844.0,335.0,3.0,,,0
1260,,大家都知道娱乐圈并不像外表那么光鲜美好，艺人有耀眼的一面也有相反的另一面，为了粉丝并不会表现出来。一下是一篇INFINITE粉丝写的文章，不管你对韩娱圈是否了解都希望你能认真看一下，更加详细的了解一下娱乐圈，了解艺人...请珍惜。(详见长微博) ...  http://t.cn/zWTp0i6  （分享自 @长微博工具）,True,77,1,分享按钮,1,1345096411,570,True,True,m,2747.0,18275.0,其他,1338398085.0,97.0,5.0,,,0
1261,,“乖......不哭，奶奶赚钱去......送你去读书”（这个世界哭声太多，你不懂）,False,82,1,微博 weibo.com,0,1337356136,352,False,True,f,21823.0,510567.0,广东,1324432846.0,33.0,-1.0,,,0
1262,,把家里的油放到冰箱2个小时，如果出现白色的泡沫，那就是地沟油.或者用最简单方法:在炒菜时放一颗剥皮的大蒜，蒜对黄曲霉素最敏感。如果蒜变红色，就是地沟油。油良好的话，蒜是白色的。 为了自己，朋友，亲人，以防万一，转一下吧！！！有人为报道此事，已付出生命！！！,False,7,1,皮皮时光机,0,1338595227,112,False,True,f,13615.0,24299.0,海外 新加坡,1312343428.0,33.0,-1.0,,,1
1263,,【人社部称65岁退休是误读 正重点研究阶梯式退休】人社部社会保障研究所所长何平一席退休年龄应延至65岁的发言引发舆论讨伐。实际上，人保部对延迟退休的研究由来已久，但未具体到某一年龄。目前，人保部的研究重点在阶梯式退休方面，参与研究的下属机构也否认了65岁退休的说法。http://t.cn/zWtE2xT,True,236,1,微博 weibo.com,3,1341711062,342,True,True,m,118824.0,13818055.0,北京 海淀区,1251448479.0,1447.0,3.0,,,0
1264,,【20121012#man艺合肥移动歌友会#】图片2。脸胖了点！！！！！！！！圆圆的好可爱啊~~~[gst耐你][gst好羞射],False,43,1,微博 weibo.com,0,1350057510,187,False,True,f,6438.0,22923.0,江苏 南京,1285233932.0,70.0,-1.0,topic,,0
1265,,如果想要生两个小孩，30岁前生完，小孩相差三岁，那27岁就得生第一个，26岁就得怀孕，想怀孕之前二人世界两年，那24岁就得结婚。订婚后，见家长，旅行，准备婚礼要一年，那23岁就得订婚，订婚前要拍两年拖，那21岁就要遇到这人。好紧迫啊。。。  ,False,165,1,iPad客户端,0,1337356508,644,True,True,f,128497.0,7946494.0,北京 朝阳区,1273634890.0,1000.0,0.0,,,0
1266,,"【美国正寻求从香港引渡斯诺登 或将耗3-5年】美国已对目前藏身于香港的斯诺登以间谍等罪名提出刑事起诉。消息称,美国已准备好提出引渡申请，每项控罪最高刑罚监禁十年。有香港律师说,如果展开引渡聆讯，过程可能要3至5年，法庭要考虑香港是否有相同控罪，否则美国不能引渡斯诺登。http://t.cn/zHrkddq",True,216,1,微博 weibo.com,45,1371957537,206,True,True,m,74401.0,45413742.0,北京,1331104273.0,1701.0,3.0,,,0
1267,,#冷兔晚安时间#放学回家，一对双胞胎姐妹兴奋地告诉爸爸：“老爸，今天我们全班同学要选一位最帅的爸爸，结果你当选了。” 爸爸很高兴，问怎么会当选的。 双胞胎姐妹说：“同学们都投自己老爸的票，我们有两票，所以你当选了！” [转],False,407,1,微博 weibo.com,104,1363534855,805,True,True,f,110901.0,7578639.0,其他,1251465252.0,38.0,0.0,topic,,0
1268,,今晚李宇春用她的精彩演出给所有人都上了一课。什么是敬业，什么是LIVE，什么是歌手的节操，什么是最佳舞台演绎！！感谢李宇春！！感谢李宇春的天赋！！感谢李宇春的勤奋！！感谢李宇春的好家教！！！感谢李宇春提升了@Musicradio 整体level！！！我骄傲我是李宇春的歌迷！！！#李宇春中国TOP排行榜#,False,192,0,微博 weibo.com,0,1335196716,831,False,True,f,52208.0,26991.0,海外 美国,1252566575.0,252.0,-1.0,topic,,0
1269,,【刘翔三周前即感肋部不适】http://t.cn/zWM2ZFF 13日比赛结束后，刘翔团队一位不愿透露姓名的人员接受中新社记者采访时介绍说，大概在3周左右之前，刘翔在训练时就感到肋部不适，原因也不清楚。今天他在预赛时跑得很轻松，但也许是因为天凉的原因，赛后他说，跑的过程中背部和肋部感到不舒服。,True,627,1,专业版微博,9,1342217376,595,True,True,m,176029.0,9021945.0,北京,1251448479.0,1354.0,3.0,,,0
1270,,【中兴华为研发手机操作系统摆脱依赖谷歌】10月12日讯，对于整个Android生态体系来说，谷歌显然是幕后的最大掌握者，国产手机在产业链的话语权严重依赖Android。在这种形势下，包括华为、中兴、阿里巴巴在内的中国企业不得不将自主手机系统研发提上日程。,False,119,1,皮皮时光机,0,1351043532,587,False,True,m,3140.0,16572.0,云南 昆明,1251447269.0,1053.0,-1.0,,,0
1271,,#地震温情# 感动又被萌翻，地震发生时，一只害怕的熊猫死死地抱住警察叔叔的腿。,False,93,1,小鸟定时,6,1366448893,441,True,True,f,19031.0,115857.0,四川 成都,1298017416.0,39.0,0.0,topic,,1
1272,,【音乐·现场】在你印象中，一个54岁的女人会是怎样的？The X Factor美国版选手Lillie McCloud已经是七个孙子孙女的奶奶了。[xb压力]可是她依然年轻、美丽、自信。评委：你为什么参加这个比赛？Lillie ：为了夺冠!!![好棒]#当时我就震惊了#当然，我震惊的是她完美的嗓音。http://t.cn/z8pPcla,True,81,1,专业版微博,78,1379001313,879,True,True,f,25818.0,839927.0,北京 朝阳区,1287481907.0,369.0,2.0,topic,,0
1273,,【科指导临场指挥 德帅情何以堪】今晚比赛第二节暂停时间，湖人落后雷霆。德安东尼拿起战术板准备布置战术，但令人吃惊的是，科比一声号令，全队都围坐在黑曼巴面前。结束暂停，科比结束训话，面对科比的僭越，德安东尼只能满脸尴尬，神情落寞的坐在椅子上。http://t.cn/8k6dozu,True,698,1,皮皮时光机,314,1387018917,816,True,True,m,109899.0,32229299.0,北京,1291607069.0,219.0,7.0,,,0
1274,,#2013倒计时# #张杰广州演唱会# 半夜发一组舞蹈图，星星们刚才和杰锅在官网互动是不是很激动？现在补充点能量吧~[嘻嘻] @张杰 火辣辣的火鸟啊！那啥，杰锅，下次能不能反过来，您穿个红衬衣让伴舞的妹妹给撕了，记得里面不用穿背心哈，不冷~~~[嘘] 看大图喽~,False,85,9,360安全浏览器,66,1385998106,738,False,True,f,3559.0,15658.0,其他,1253689012.0,358.0,-1.0,topic,,0
1275,,#YKYLM受害者最爱#之最时髦电影－玛戈皇后La reine Margot／1994。片子围绕血型“圣巴托罗缪之夜”。很多人说，是Isabelle Adjani一个人撑起了这部题材枯燥的历史剧。更惊人的是，拍摄这部影片时，阿佳妮已经40岁以上了。请大家带着纯粹对服装舞美的崇敬和对Isabelle Adjani的惊艳态度去观赏这部影片。,False,41,1,微博 weibo.com,10,1357567215,471,False,True,f,3733.0,224651.0,上海 静安区,1340725210.0,0.0,-1.0,topic,,0
1276,,#央视快讯#【浙江安吉：一架歼-8飞机夜航训练时失事】记者从空军获悉，12月12日19时11分，一架歼-8飞机在夜间飞行训练时失事，飞机坠于浙江省安吉县报福镇汤口村一处山头上，飞行员牺牲，地面无人员伤亡。飞机失事后，军地有关部门迅即组织力量进行现场搜救和善后处理。,False,597,1,微博 weibo.com,131,1386904119,973,True,True,m,74401.0,45386231.0,北京,1331104273.0,1701.0,3.0,topic,,0
1277,,#互动话题#0点—2点 《千里共良宵》主题《再无来生，可以重逢》，主持人@DJ黄欢。缘由是，既然这么多人尽管明白关于末日其实就是个传说，但人们都愿意去关注并为这一天做些什么，那我们就在黑夜里，与TA重逢。。。。。。,False,1029,1,皮皮时光机,6,1355327162,349,True,True,m,73893.0,19106602.0,北京,1267005360.0,957.0,3.0,topic,,0
1278,,"【北京1辆急救车被曝闪灯逆行从餐馆回单位】28日，网友微博称，北京一辆救护车到某餐馆就餐后闪着警示灯逆行返回。""这种事儿如果天天见，难免车主在路上不给120救护车让路""。昨日，北京急救中心海淀分中心证实救护车确为该中心所有，将调查是否违规私用，“周一给予答复”。新京报http://t.cn/zjTnVIq",True,323,1,专业版微博,19,1356847087,697,True,True,m,53363.0,9616554.0,广东 广州,1251876750.0,455.0,3.0,,,0
1279,,"If you fail, don't forget to learn your lesson. 如果你失败了，千万别忘了汲取教训。",False,145,1,时光机,21,1354982104,645,False,True,m,43911.0,3636318.0,其他,1294912284.0,46.0,-1.0,,,0
1280,,6月17日是父亲节！听说凡是在父亲节前转发这平安符的能保佑爸爸工作顺利，身体健康，平平安安！为我那善良的爸爸转一个！！,False,43,1,皮皮时光机,2,1339430111,598,False,True,f,187070.0,263651.0,北京,1328460993.0,48.0,-1.0,,,0
1281,,【国家电网与陕地电抢地发生武斗 祸起利益之争】4月25日，陕西地方电力集团公司和国家电网陕西省分公司之间发生武斗。这已是4年来第二次激烈冲突。恶性冲突背后，是两家企业争夺供电地盘的矛盾。陕地电此番试图从内蒙引进220千伏输电线路，以摆脱电源长期受困于西北电网的窘局。http://t.cn/zOHmzK0,True,209,1,微博 weibo.com,0,1336204059,508,True,True,m,118825.0,13818060.0,北京 海淀区,1251448479.0,1447.0,3.0,,,0
1282,,比赛结束，感谢王大雷，感谢德罗巴，感谢阿内尔卡，感谢申花的每个人，在少一人的情况下能这样打平对手，也可以满意了。这也是鲁沪间的一场经典对决。,False,307,0,微博 weibo.com,12,1345901230,509,True,True,m,7620.0,39799.0,上海,1298604946.0,72.0,3.0,,,0
1283,,【视频-陈志钊身披200号巴甲首秀 全场高呼:志钊！】视频回顾激情时刻：http://t.cn/zlQrkeJ 今天上午， 巴甲第31轮，身披200号战袍的“南昌梅西”下半场第34分钟替补登场，陈志钊迎来自己在巴甲首秀，成为首位在巴西甲级联赛登场亮相的中国球员，现场球迷全场欢呼：志钊！ 志钊！[给力],True,229,1,专业版微博,6,1350534182,446,True,True,m,176029.0,9021945.0,北京,1251448479.0,1354.0,3.0,,,0
1284,,痘痘告诉你哪里病了... 这边提醒各位 肝上火 脾气一定会变得比较暴躁 这个没办法控制的 最好真的是 #少熬夜#,False,29,1,专业版微博,3,1353772586,399,True,True,f,37976.0,238576.0,香港 其他,1297138564.0,677.0,5.0,topic,,0
1285,,不爱的时候，心情最为平静，心态最为平稳，性情最为淡泊，与他人最好相处。没有多余的热情，没有多疑的猜忌，没有受伤的敏感，没有变态的恼怒，没有期望的焦虑，没有失望的伤心，没有不着边际的幻想。不爱的时候，才能感觉到彻底的心灵上的自由和解放，有时候，不爱才是最好的状态。,False,84,1,定时showone,13,1354548691,840,False,True,m,20740.0,750510.0,澳门 花地玛堂区,1318344285.0,63.0,-1.0,,,0
1286,,"我想我这辈子都不会放下你吧,已经成为习惯...（文:修小含 图:嘴儿,XIANG念志,丁丁,等等）",False,35,1,微博 weibo.com,36,1363222669,308,False,False,f,11152.0,2298.0,其他,1288360717.0,58.0,220.0,,,0
1287,,【美人迟暮，总有一种无奈的悲伤[泪] 】近日，息影多年的王祖贤秘密返港。今日傍晚时分现身铜锣湾购物。曾经的女神，多年不见，容颜已改。如今46岁的王祖贤相貌已经走样，看上去差点认不出来。我和我的小伙伴们感到很忧桑...http://t.cn/zQF8qk7新浪娱乐,True,451,1,皮皮时光机,79,1377186726,607,True,True,m,80812.0,26619672.0,上海 闵行区,1251448543.0,740.0,3.0,,,0
1288,,在山东生活了二十二年，从来没见过活的蟑螂，过几天要去南方玩一段时间，兴奋，终于能见到传说中活的、大的、黑的、还会飞啊飞的蟑螂了。希望我能给山东老乡们争口气，临危不惧，放声大嚎，齐鲁儿女多奇志，不爱红妆我爱武装！！！操，到底吓不吓人啊呜呜呜呜呜……,False,1078,0,微博 weibo.com,52,1339861647,604,True,True,f,5184.0,4657273.0,广东 深圳,1261404071.0,428.0,0.0,,,0
1289,,【《变3》来了】为了保证3D电影画面不黯淡，派拉蒙公司和迈克尔·贝与北美2000多家采用RealD 3D系统的影院进行了联系，要求他们把3D放映机的亮度调到合适的状态，以保证《变形金刚3》的完美放映。（详情>>>http://t.cn/a9dIUC ）,True,105,1,微博 weibo.com,0,1308802454,284,True,True,m,39817.0,789786.0,北京 朝阳区,1259142183.0,604.0,2.0,,,0
1290,,{ 旅行 } 就是从我待腻的地方去你待腻的地方，用一把快枪干掉从前所有美好的想象。游客有时是“羔羊”，在吃住行游购娱上一不小心就遇上“刀手”，被“宰杀”、被“爆机”、被“填坑”、被“下鱼”、被“石头”、被“打针”、被“加点”，上车睡觉，下车拍照，定点尿尿，举旗报到。,False,16,1,壕,0,1349310571,28,False,True,m,6292.0,158646.0,河南 郑州,1306077836.0,1971.0,-1.0,,,0
1291,,我的男人，必须是刚烈的， 没有前女友来纠缠，不跟女性朋友搞暧昧，不屑与小女孩玩哥哥妹妹，他对全世界其他女人狼心狗肺，只对两个人掏心掏肺，一个是我，另一个就是他妈，从头到脚，打死都只爱我一个，对于除我之外的女人坚定的回一句：“离我远点，我有媳妇了。” ,False,20,1,iPad客户端,0,1352562578,114,False,True,f,72292.0,316280.0,海外,1311332223.0,377.0,-1.0,,,0
1292,,爱，绝不是缺了就找，更不是累了就换。找一个能一起吃苦的，而不是一起享受的；找一个能一起承担的，而不是一起逃避的；找一个能对你负责的，而不是对爱情负责的。爱不是一个人的事，而是两个人的努力，两个人的奋斗，两个人的共同创造。,False,80,1,皮皮时光机,3,1342799945,569,True,True,f,96023.0,3878206.0,广东,1277208919.0,600.0,0.0,,,0
1293,,转发此微博就有机会获得 @l临沂沂蒙摄影 （沂蒙影社）提供的10元话费，快来参加吧！ http://t.cn/zTh24pG,True,897,0,微活动,0,1364352099,657,True,True,m,2439.0,2676.0,山东 临沂,1344065569.0,1997.0,2.0,,,0
1294,,【爽·新闻】凤凰娱乐讯 http://t.cn/zOpYk5J 第31届香港电影金像奖，内地女星嘉宾郑爽白裙亮相红毯，也是红毯上第一个讲普通话的嘉宾心态很好，超级不紧张。而今晚郑爽装扮青春，与众不同的百褶裙透露着学生气息，为红毯记者留下了深刻的印象。#郑爽#(今天继续刷美图[偷笑]),True,133,1,微博 weibo.com,22,1334540206,241,True,True,f,3487.0,1946810.0,北京,1274158224.0,122.0,3.0,topic,,0
1295,,成都前天一辆8路车被人喊了句冒烟了之后 居然有十多个自带小锤的人掏出锤锤把玻璃砸得稀烂， 全部跳车跑了， 一个女的跳车的时候还走光了， 结果是虚惊， 公交司机气的大骂，哪个胎神，在那乱求喊，老子尿都吓出来了！@海南卫浴专家,False,22,1,微博 weibo.com,0,1370848352,96,True,True,m,4227.0,3707.0,海南 海口,1324888749.0,429.0,2.0,,,1
1296,,"大家都説我變漂亮了，謝謝牙醫。[可爱]牙齒咬合不正的人我完全支持你們立馬去帶牙套，你人生絕對會不一樣。不要怕痛""痛一陣子，美一輩子""",False,1028,1,iPhone客户端,128,1348243145,447,True,True,f,1064.0,8216456.0,台湾 台北市,1313858812.0,286.0,0.0,,,0
1297,,【川式怪味手撕鸡】鸡胸肉洗净后放锅内倒适量水，放姜煮开，撇去浮沫，中火煮至鸡肉熟透捞出晾凉；香葱切细丝，姜剁成蓉；鸡胸晾凉后，用手撕成细丝；在撕好的鸡丝内，调入红油25ml、盐4克、糖5克、醋10ml、花椒粉5克、姜蓉、香葱、鸡汤10ml拌匀即可。,False,27,1,皮皮时光机,3,1347033308,214,False,True,f,89367.0,6414648.0,台湾 台北市,1276327672.0,194.0,-1.0,,,0
1298,,【阿里巴巴曾鸣：电商未来商业模式是C2B[思考]】阿里巴巴集团总参谋长曾鸣在瑞士信贷演讲时表示，未来电子商务模式在于C2B。存货是B2C模式中的一个致命点。未来价值链第一推动力会来自于消费者（Consumer Driving），而非厂家，这是根本商业模式的变化，而“定制”会是未来主流 http://t.cn/zOkRoB9,True,60,1,专业版微博,0,1338993438,540,True,True,m,34576.0,198612.0,海外,1267608633.0,194.0,2.0,,,0
1299,,五天没发微博，惹得一干好友电询季子平安否，感动。二十弱冠苟全性命于乱世，四十不惑幸全狗命于盛世，尚有明月与中秋，家人与朋友，足矣。各位中秋快乐，阖家团圆•••,False,757,3,iPhone客户端,1526,1379567341,969,True,True,m,5619.0,38820651.0,海外 美国,1251448448.0,26.0,0.0,,,0
1300,,幸福不会总来敲门，爱你的人不会总是出现。当有人，愿意为你默默付出、忍受、改变时，请记得一定要好好珍惜。因为，有的人错过了，真的就再也回不来了！——《有一种爱叫无法弥补》,False,117,1,定时V,0,1307020127,903,True,True,m,51930.0,2696976.0,北京 东城区,1276323454.0,88.0,0.0,,,0
1301,,【王石：耐得住寂寞 成功才会青睐你】M.Y到美国考察农业合作社项目。之前印象：聪明精力过剩急于成功！有两年没见面了，沉稳了许多，做什么不做什么，思路清晰...当今中国年轻人太急于求成，恨不得一夜成名、发财致富！可成功哪有捷径可循？只有一步一个脚印，耐得住寂寞和挫折，成功才会青睐你呀。,False,161,1,微博 weibo.com,2,1346921582,678,True,True,m,46059.0,3870544.0,北京,1251448448.0,762.0,3.0,,,0
1302,,#微力无边# 终于读完，本来是想写书评滴，后来发现的确无法下笔，仰视居多，整理了这张图（高清大图滴），留作笔记和思考，分享下，这不侵权吧？@杜子建 @罗伟东85,False,67,1,微博 weibo.com,0,1333468413,205,False,True,m,1406.0,377.0,广东 广州,1254299673.0,150.0,220.0,topic,,0
1303,,【超级详细的厦门三天两夜行程推荐】三天两夜是来厦门旅游的最经典行程，第一天建议D1：下午：南普陀寺—厦门大学—环岛路；晚上：海湾公园海边露天酒吧；D2：白天：鼓浪屿一日游;晚上：日月谷温泉；D3早上：中山路小吃美食下午：集美。另附：特色餐厅+最详细小吃+特色民宿。@厦门魔法阿嬷 动车/飞机,False,77,1,微博 weibo.com,6,1358247348,951,True,True,f,11528.0,177462.0,福建 厦门,1300419330.0,3053.0,0.0,,,0
